"page_id","urlslug","ID","ALIGN","SEX","ALIVE","APPEARANCES","FIRST.APPEARANCE","comic","PHYSICAL"
164864,"\/wiki\/Atinai_(New_Earth)","","Good Characters","Female Characters","Deceased Characters",7,"1996, March","dc comics"," , "
34266,"\/Imdugud_(Earth-616)","","Bad Characters","Male Characters","Living Characters",2,"May-02","marvl","Red Eyes , No Hair"
34239,"\/wiki\/Hassan_the_Mummy_(New_Earth)","","Good Characters","Male Characters","Living Characters",4,"2007, August","DC Comics"," , "
748322,"\/Lamia_(Vampire)_(Earth-616)","Secret Identity","Bad Characters","Female Characters","Living Characters",1,"Dec-94","marvel"," , Grey Hair"
710003,"\/Blockers_Bots_(Hazards)_(Earth-616)","No Dual Identity","Bad Characters","Agender Characters","Living Characters",1,"","Marvel Comics","Green Eyes , No Hair"
110528,"\/wiki\/Pino_Maroni_(New_Earth)","Public Identity","Bad Characters","Male Characters","Deceased Characters",6,"1999, December","DC comics"," , Black Hair"
572609,"\/Red_Hawk_(Cheyenne)_(Earth-616)","Public Identity","Good Characters","Male Characters","Living Characters",17,"Jan-51","marvl"," , Black Hair"
130947,"\/wiki\/Kruen_Musenda_(New_Earth)","","Bad Characters","Male Characters","Deceased Characters",NA,"1985, June","dc comics"," , "
274440,"\/wiki\/Lucifer_(New_Earth)","Secret Identity","Bad Characters","Male Characters","Deceased Characters",1,"1986, December","dc comics","Red Eyes , Black Hair"
2336,"\/Raza_Longknife_(Earth-616)","Secret Identity","Neutral Characters","Male Characters","Living Characters",92,"Oct-77","marvelcomics","One Eye , Orange Hair"
13989,"\/wiki\/Dru-Zod_II_(New_Earth)","Public Identity","Bad Characters","Male Characters","Living Characters",43,"1961, April","DC Comics","Black Eyes , Black Hair"
526895,"\/Inorganic_Technotroid_(Earth-616)","","","","Living Characters",1,"Feb-91","Marvel"," , "
1857,"\/Impulse_(Earth-616)","Secret Identity","Neutral Characters","Male Characters","Deceased Characters",15,"Oct-77","marvel"," , No Hair"
16207,"\/Angel_Dust_(Christina)_(Earth-616)","Secret Identity","Good Characters","Female Characters","Living Characters",6,"Jun-02","marvelcomics","Yellow Eyes , Black Hair"
535259,"\/Steel_(Earth-616)","Public Identity","Good Characters","Male Characters","Living Characters",134,"","marvel"," , White Hair"
80255,"\/wiki\/Michael_Akins_(New_Earth)","Public Identity","Neutral Characters","Male Characters","Living Characters",54,"2001, January","dc comics","Brown Eyes , Black Hair"
507254,"\/Rugar_(Earth-616)","Public Identity","Good Characters","Male Characters","Living Characters",2,"Apr-92","Marvel","White Eyes , "
228259,"\/wiki\/Trevis_(New_Earth)","Public Identity","Good Characters","Male Characters","Deceased Characters",2,"1990, September","dc comics","Brown Eyes , Brown Hair"
1767,"\/Michael_Suggs_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Living Characters",6,"Feb-92","marvel","Brown Eyes , Brown Hair"
557919,"\/Enteki_II_(Snakeroot)_(Earth-616)","","Bad Characters","Male Characters","Living Characters",1,"Jan-94","Marvel"," , "
1547,"\/wiki\/Orion_(New_Earth)","Public Identity","Good Characters","Male Characters","Deceased Characters",237,"1971, March","DC","Blue Eyes , Strawberry Blond Hair"
261362,"\/wiki\/Swamp_Thing_(New_Earth)","Public Identity","Good Characters","Male Characters","Living Characters",309,"1972, November","DC Comics","Red Eyes , "
295855,"\/Skrull_Prime_(Earth-616)","","Bad Characters","Male Characters","Deceased Characters",3,"Apr-91","Marvel"," , "
722739,"\/Larry_King_(Earth-616)","Public Identity","","Male Characters","Living Characters",1,"Jul-06","Marvel"," , White Hair"
128792,"\/wiki\/Ward_Gilbert_(New_Earth)","","Bad Characters","Male Characters","Living Characters",3,"1982, September","dc comics"," , "
738507,"\/Tumult_(Earth-616)","Secret Identity","Good Characters","Female Characters","Living Characters",1,"","MV","Blue Eyes , Black Hair"
25770,"\/Noriko_Nagayoshi_(Earth-616)","Secret Identity","Good Characters","Female Characters","Living Characters",13,"Jun-05","marvelcomics"," , "
654912,"\/Jen_Baker_(Earth-616)","Public Identity","Neutral Characters","Male Characters","Living Characters",3,"Jun-03","marvel","Blue Eyes , Blond Hair"
79079,"\/Qwerty_(Earth-616)","Secret Identity","Neutral Characters","Female Characters","Deceased Characters",1,"Nov-07","MV"," , "
736086,"\/Tomazooma_(Manidoog_God)_(Earth-616)","","Neutral Characters","Male Characters","Living Characters",1,"Nov-68","marvl"," , "
478856,"\/Clement_Mott_(Earth-616)","Public Identity","Bad Characters","Male Characters","Deceased Characters",1,"Aug-42","MV"," , Black Hair"
131055,"\/Li_Hua_(Earth-616)","","Good Characters","Female Characters","Deceased Characters",19,"Oct-07","marvelcomics","Brown Eyes , Black Hair"
553422,"\/Mary_Brown_(Silver_Age)_(Earth-616)","Public Identity","Good Characters","Female Characters","Living Characters",3,"Apr-62","marvel","Green Eyes , Brown Hair"
79139,"\/wiki\/Panda_Potter_(New_Earth)","Public Identity","Good Characters","Male Characters","Deceased Characters",14,"2006, August","DC"," , Black Hair"
171224,"\/wiki\/Terrence_McGinnis_(New_Earth)","","Good Characters","Male Characters","Living Characters",6,"2010, August","DC Comics"," , Black Hair"
472544,"\/Jean_Carson_(Earth-616)","Public Identity","Good Characters","Female Characters","Living Characters",1,"May-42","marvel"," , Blond Hair"
121318,"\/Samaya_(Earth-616)","","Good Characters","Female Characters","Deceased Characters",1,"May-06","marvl"," , No Hair"
1607,"\/Orphan-Maker_(Peter)_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Living Characters",20,"Aug-88","MV"," , "
605159,"\/Rover_(Mutate)_(Earth-616)","Secret Identity","Good Characters","Male Characters","Living Characters",4,"Jan-94","Marvel Comics"," , Grey Hair"
6968,"\/wiki\/Hop_Harrigan_(New_Earth)","Public Identity","Good Characters","Male Characters","Living Characters",68,"1939, April","DC Comics","Blue Eyes , Blond Hair"
161725,"\/wiki\/Archer_(New_Earth)","","Bad Characters","Male Characters","Living Characters",4,"2009, October","dc comics"," , Brown Hair"
507596,"\/Yuri_Brushov_(Earth-616)","No Dual Identity","Bad Characters","Male Characters","Living Characters",3,"Aug-67","MV"," , Brown Hair"
552877,"\/Duron_(Earth-616)","Public Identity","Neutral Characters","Male Characters","Deceased Characters",1,"Apr-72","Marvel"," , Brown Hair"
1649,"\/Foreigner_(Earth-616)","","","Male Characters","Living Characters",35,"Jun-86","marvelcomics","Brown Eyes , Black Hair"
752064,"\/Mrs._Dragonsworth_(Earth-616)","No Dual Identity","","Female Characters","Deceased Characters",2,"Nov-76","Marvel Comics"," , Black Hair"
556191,"\/Tony_Rome_(Earth-616)","","Bad Characters","Male Characters","Living Characters",1,"Dec-82","Marvel"," , Brown Hair"
82031,"\/wiki\/Marian_Mercer_(New_Earth)","","Good Characters","Female Characters","Living Characters",3,"1992, June","dc comics"," , Blond Hair"
702287,"\/Barney_Roberts_(Earth-616)","","","Male Characters","Living Characters",5,"May-72","marvel"," , "
14614,"\/Knave_(Crazy_Gang)_(Earth-616)","","Bad Characters","Male Characters","Living Characters",15,"Apr-84","MV"," , "
16226,"\/Arc_(Imperial_Guard)_(Earth-616)","Public Identity","Neutral Characters","Male Characters","Living Characters",4,"Apr-02","Marvel Comics"," , "
237540,"\/Fourth_Musketeer_(Earth-616)","","Good Characters","Male Characters","Living Characters",NA,"Apr-42","marvl"," , "
72220,"\/Crawler_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Living Characters",1,"Jul-87","marvel"," , White Hair"
570105,"\/Robert_Landers_(Earth-616)","Public Identity","Good Characters","Male Characters","Living Characters",4,"May-73","MV"," , "
265507,"\/wiki\/Sweet_Sixteen_(New_Earth)","Secret Identity","Bad Characters","Female Characters","Living Characters",6,"1998, February","DC Comics","Blue Eyes , Red Hair"
512834,"\/Agony_(Symbiote)_(Earth-616)","","Neutral Characters","Agender Characters","Living Characters",14,"May-93","marvl","White Eyes , Bald"
12233,"\/Big_Mother_(Earth-616)","Secret Identity","Bad Characters","Female Characters","Living Characters",5,"Aug-01","Marvel","Yellow Eyes , No Hair"
400770,"\/Mirah_Qadir_(Earth-616)","Secret Identity","","Female Characters","Living Characters",1,"Aug-05","marvel","Brown Eyes , Black Hair"
78164,"\/Truett_Hudson_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Deceased Characters",29,"Mar-91","Marvel"," , Bald"
87794,"\/Red_Ronin_(UJ1-DX)_(Earth-616)","Secret Identity","Good Characters","Female Characters","Living Characters",6,"Oct-07","marvel","Brown Eyes , Red Hair"
180274,"\/wiki\/Ki-Nilg_(New_Earth)","","Good Characters","Male Characters","Deceased Characters",3,"1965, October","DC comics"," , White Hair"
18302,"\/Jason_Struthers_(Earth-616)","","Bad Characters","Male Characters","Living Characters",1,"May-78","Marvel Comics"," , Red Hair"
83837,"\/wiki\/Rikkard_Rynders_(New_Earth)","","Neutral Characters","Male Characters","Living Characters",2,"1988, April","DC comics"," , Brown Hair"
462571,"\/Chilly_McHotpants_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Living Characters",3,"Nov-08","marvel","Green Eyes , No Hair"
601531,"\/Fin_Fang_Foom_(Clone)_(Earth-616)","","Bad Characters","Male Characters","Deceased Characters",2,"Mar-06","marvl","Yellow Eyes , "
491102,"\/Edward_Culhaney_(Earth-616)","No Dual Identity","Neutral Characters","Male Characters","Deceased Characters",1,"May-75","marvel"," , Black Hair"
301693,"\/wiki\/Hope_O%27Dare_(New_Earth)","Public Identity","Good Characters","Female Characters","Living Characters",NA,"1994, November","dc comics","Green Eyes , Red Hair"
57922,"\/Abraham_van_Helsing_(Earth-616)","No Dual Identity","Good Characters","Male Characters","Deceased Characters",7,"Apr-72","Marvel Comics","Brown Eyes , Grey Hair"
19169,"\/Lance_Bannon_(Earth-616)","Public Identity","Good Characters","Male Characters","Deceased Characters",67,"Sep-80","Marvel Comics","Blue Eyes , Brown Hair"
86075,"\/wiki\/Branden_(New_Earth)","","Bad Characters","Male Characters","Deceased Characters",6,"1987, March","DC comics"," , Brown Hair"
228677,"\/wiki\/Strom_(New_Earth)","Public Identity","Bad Characters","Male Characters","Living Characters",10,"1994, November","DC comics","Black Eyes , Brown Hair"
1477,"\/wiki\/Cassius_Payne_(New_Earth)","Secret Identity","Bad Characters","Male Characters","Living Characters",28,"1994, May","dc comics"," , "
173700,"\/Torr_(Earth-616)","Public Identity","Bad Characters","Male Characters","Living Characters",1,"Jun-61","Marvel Comics"," , Black Hair"
478875,"\/Le_Bull_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Deceased Characters",1,"Aug-42","Marvel"," , Bald"
310600,"\/wiki\/Nathaniel_(New_Earth)","Secret Identity","Good Characters","Male Characters","Living Characters",4,"1996, July","DC comics"," , White Hair"
726266,"\/Steve_Rubino_(Earth-616)","","","Male Characters","Living Characters",9,"May-91","Marvel Comics"," , "
16275,"\/Boniface_(Earth-616)","","","Male Characters","Living Characters",1,"Nov-97","Marvel Comics"," , "
485929,"\/Dr._Burke_(Earth-616)","Public Identity","","Female Characters","Living Characters",2,"Jan-08","marvelcomics","Black Eyes , Red Hair"
21600,"\/Blue_Celestial_(Earth-616)","","","","Living Characters",4,"Oct-90","marvl"," , "
404471,"\/Ael-Dan_(Earth-616)","No Dual Identity","","Male Characters","Deceased Characters",3,"Aug-91","marvelcomics"," , White Hair"
93562,"\/Sophie_Grimm_(Earth-616)","","Neutral Characters","Female Characters","Deceased Characters",1,"Jul-93","MV"," , "
452892,"\/Scarface_Rispoli_(Earth-616)","Public Identity","Bad Characters","Male Characters","Living Characters",1,"May-41","Marvel Comics"," , Brown Hair"
556078,"\/Rhodan_(Earth-616)","","","Male Characters","Living Characters",1,"May-72","marvl"," , Brown Hair"
13163,"\/Supremacy_(Earth-616)","","Bad Characters","Male Characters","Living Characters",2,"Nov-63","marvelcomics"," , "
1937,"\/Kofi_Whitemane_(Earth-616)","Secret Identity","Good Characters","Male Characters","Living Characters",17,"Oct-85","marvelcomics","Pink Eyes , Black Hair"
321442,"\/S%27met%27kth_(Earth-616)","","","","Living Characters",NA,"Dec-98","marvel"," , "
203451,"\/wiki\/Buzz_Cohen_(New_Earth)","Public Identity","","Male Characters","Living Characters",15,"2000, April","dc comics"," , Black Hair"
305329,"\/wiki\/Groundswell_(New_Earth)","Secret Identity","Bad Characters","Male Characters","Living Characters",3,"2000, May","DC Comics"," , "
11798,"\/Phineas_Horton_(Earth-616)","No Dual Identity","Good Characters","Male Characters","Deceased Characters",41,"Oct-39","marvl","Blue Eyes , Brown Hair"
119419,"\/wiki\/Bomber_(New_Earth)","","Bad Characters","Male Characters","Living Characters",4,"1995, June","DC Comics"," , Brown Hair"
70010,"\/wiki\/Mars_(New_Earth)","Public Identity","Neutral Characters","Male Characters","Living Characters",11,"1944, May","dc comics"," , "
489981,"\/Nighteyes_(Earth-616)","Secret Identity","Good Characters","Female Characters","Living Characters",11,"Nov-11","Marvel Comics","Red Eyes , Brown Hair"
83889,"\/Valentina_Tupulov_(Earth-616)","","","Female Characters","Living Characters",1,"Jun-89","Marvel Comics"," , "
283977,"\/Rebecca_Essex_(Earth-616)","Public Identity","Good Characters","Female Characters","Living Characters",5,"Jun-96","marvl"," , Black Hair"
83302,"\/Maya_(Hindu)_(Earth-616)","","","Female Characters","Living Characters",NA,"","marvelcomics"," , "
506902,"\/Ya%27lont_(Earth-616)","No Dual Identity","Good Characters","Male Characters","Living Characters",NA,"Feb-05","Marvel","White Eyes , "
754648,"\/Musidora_(Earth-616)","Secret Identity","","Female Characters","Living Characters",1,"Sep-12","Marvel"," , Brown Hair"
441904,"\/Simon_Lestron_(Earth-616)","Public Identity","Neutral Characters","Male Characters","Living Characters",6,"Dec-56","MV"," , Brown Hair"
339502,"\/Laufey_(Earth-616)","No Dual Identity","Bad Characters","Male Characters","Deceased Characters",7,"Jan-65","Marvel","Red Eyes , Black Hair"
274791,"\/Charles_Bohusk_(Earth-616)","","Good Characters","Male Characters","Living Characters",1,"Nov-05","marvelcomics"," , "
16864,"\/Harry_Pizer_(Earth-616)","Secret Identity","","Male Characters","Deceased Characters",1,"Jul-95","marvel"," , "
159527,"\/wiki\/Stigmonus_(New_Earth)","","Bad Characters","Male Characters","Living Characters",1,"2002, December","DC Comics","Red Eyes , "
118439,"\/wiki\/William_Lefferts_(New_Earth)","","Good Characters","Male Characters","Living Characters",11,"1989, January","DC Comics"," , Blond Hair"
23039,"\/X_(Thanosi)_(Earth-616)","","Bad Characters","Male Characters","Deceased Characters",1,"Aug-02","marvel"," , "
608931,"\/Phillip_Barnett_(Earth-616)","Public Identity","","Male Characters","Living Characters",10,"Mar-79","marvl"," , Red Hair"
37670,"\/wiki\/Augustus_Freeman_(Dakotaverse)","Secret Identity","Good Characters","Male Characters","Living Characters",34,"1993, May","DC Comics","Brown Eyes , Black Hair"
9518,"\/Pluto_(Olympian)_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Deceased Characters",76,"Apr-66","MV","Grey Eyes , Black Hair"
16597,"\/Donald_McGill_(Earth-616)","Public Identity","Bad Characters","Male Characters","Living Characters",6,"Feb-86","Marvel","Blue Eyes , Grey Hair"
223605,"\/wiki\/Macklin_Arnot_(New_Earth)","Public Identity","Bad Characters","Male Characters","Living Characters",14,"1999, July","DC comics"," , Brown Hair"
303832,"\/Aurora_Poule_(Earth-616)","No Dual Identity","","Female Characters","Living Characters",2,"Dec-92","Marvel Comics"," , Black Hair"
2627,"\/Martin_Fletcher_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Deceased Characters",25,"Mar-87","Marvel"," , White Hair"
129682,"\/wiki\/Camilla_Ortin_(New_Earth)","","Bad Characters","Female Characters","Living Characters",1,"1987, October","dc comics"," , "
25788,"\/John_Steele_(Sentinel_Squad_O*N*E)_(Earth-616)","","","Male Characters","Deceased Characters",1,"May-06","Marvel Comics"," , "
509756,"\/Torkon_II_(Earth-616)","","Bad Characters","Male Characters","Living Characters",2,"Jul-62","Marvel"," , "
217911,"\/wiki\/Kid_Scout_(New_Earth)","Secret Identity","Good Characters","Male Characters","Living Characters",2,"2003, June","DC"," , Red Hair"
16358,"\/Chimera_(Femizons)_(Earth-616)","Secret Identity","Bad Characters","Female Characters","Living Characters",1,"Aug-91","MV"," , Brown Hair"
24662,"\/Cheng-Ho_(Earth-616)","","","","Living Characters",NA,"Nov-73","Marvel Comics"," , "
745831,"\/Ripster_(Android)_(Earth-616)","Secret Identity","Bad Characters","","Living Characters",2,"Aug-91","marvl"," , Blond Hair"
725506,"\/Joe_Karnelli_(Earth-616)","Public Identity","Bad Characters","Male Characters","Living Characters",1,"Mar-10","marvelcomics"," , "
587326,"\/Andre_LeClare_(Earth-616)","No Dual Identity","Good Characters","Male Characters","Living Characters",4,"","marvl"," , White Hair"
664935,"\/Impact_(Luminals)_(Earth-616)","","","","Living Characters",1,"Nov-08","marvel"," , "
645407,"\/Poison_Arrow_(Earth-616)","Public Identity","Bad Characters","Male Characters","Living Characters",1,"Apr-55","marvelcomics"," , Black Hair"
36200,"\/wiki\/Barry_Pierce_(New_Earth)","Public Identity","Bad Characters","Male Characters","Living Characters",NA,"2006, May","DC","Red Eyes , White Hair"
389601,"\/Ezra_Asher_(Earth-616)","","Bad Characters","Female Characters","Living Characters",1,"Nov-98","Marvel Comics"," , Black Hair"
715195,"\/Ferid_Ekmecic_(Earth-616)","No Dual Identity","Bad Characters","Male Characters","Deceased Characters",1,"May-11","marvel"," , Black Hair"
52666,"\/wiki\/Jonni_Thunder_(New_Earth)","Public Identity","Good Characters","Female Characters","Living Characters",19,"1985, February","dc comics","Green Eyes , Blond Hair"
734244,"\/Meruda_(Earth-616)","No Dual Identity","Bad Characters","Male Characters","Living Characters",1,"","Marvel","Red Eyes , White Hair"
18328,"\/wiki\/Sy%27rann_(New_Earth)","","","Male Characters","Living Characters",NA,"2006, November","DC Comics"," , "
280844,"\/Tasha_(Mutant)_(Earth-616)","Public Identity","","Female Characters","Living Characters",1,"Apr-03","marvel","Black Eyes , Black Hair"
504704,"\/Herr_Swastika_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Living Characters",1,"Dec-44","marvelcomics"," , Black Hair"
37423,"\/Bernadette_Rosenthal_(Earth-616)","No Dual Identity","","Female Characters","Living Characters",88,"Jul-80","marvel","Green Eyes , Auburn Hair"
723908,"\/Maybelle_Tork_(Earth-616)","Public Identity","Neutral Characters","Female Characters","Living Characters",2,"Sep-74","marvelcomics"," , Blond Hair"
641109,"\/Ralph_Caccone_(Earth-616)","Public Identity","Good Characters","Female Characters","Living Characters",8,"Nov-74","MV"," , "
487111,"\/Terry_Roland_(Earth-616)","Secret Identity","Neutral Characters","Male Characters","Living Characters",3,"Nov-11","marvl","Blue Eyes , Blond Hair"
122220,"\/Wor%27il_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Living Characters",NA,"Jun-08","marvel","Green Eyes , No Hair"
2444,"\/Heather_Tucker_(Earth-616)","Secret Identity","Neutral Characters","Female Characters","Deceased Characters",28,"Feb-90","Marvel Comics","Brown Eyes , Black Hair"
4794,"\/wiki\/Malachi_Yandro_(New_Earth)","","Bad Characters","Male Characters","Living Characters",2,"1978, July","DC Comics"," , Black Hair"
420263,"\/Argus_the_One-Eyed","Public Identity","","Male Characters","Living Characters",2,"Nov-79","marvl"," , Brown Hair"
65749,"\/wiki\/Deadline_(New_Earth)","Secret Identity","Bad Characters","Male Characters","Living Characters",32,"1989, October","DC"," , "
753004,"\/John_Adams_(WWII_US_envoy)_(Earth-616)","Public Identity","Good Characters","Male Characters","Living Characters",1,"Sep-43","marvelcomics"," , White Hair"
9799,"\/Oblivion_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Living Characters",15,"Feb-85","marvl"," , "
505998,"\/Ossem_(Earth-616)","Public Identity","Good Characters","Male Characters","Living Characters",1,"Sep-89","marvl","Blue Eyes , "
86268,"\/wiki\/Breathtaker_II_(New_Earth)","Secret Identity","Bad Characters","Female Characters","Deceased Characters",7,"2000, November","DC comics"," , Red Hair"
17000,"\/Sprint_(Grip)_(Earth-616)","","Bad Characters","Male Characters","Living Characters",1,"Jan-90","Marvel"," , "
709365,"\/Professor_Ramsey_(Earth-616)","Public Identity","Neutral Characters","Male Characters","Deceased Characters",1,"Mar-47","Marvel Comics"," , Brown Hair"
2555,"\/Keniuchio_Harada_(Earth-616)","Public Identity","Neutral Characters","Male Characters","Deceased Characters",82,"Jul-74","MV","Brown Eyes , Black Hair"
63124,"\/wiki\/Derrick_Coe_(New_Earth)","","Bad Characters","Male Characters","Living Characters",8,"2005, December","DC comics"," , "
628684,"\/Infestation_(Earth-616)","Secret Identity","Bad Characters","Female Characters","Living Characters",5,"","marvl","Black Eyes , Black Hair"
1272,"\/Jack_Kleveno_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Deceased Characters",16,"Jan-70","Marvel Comics"," , "
483414,"\/Xeniac_(Earth-616)","","Bad Characters","Male Characters","Living Characters",1,"Dec-05","marvel"," , "
484589,"\/Killer_Dawson_(Earth-616)","Public Identity","Bad Characters","Male Characters","Living Characters",2,"Dec-42","Marvel"," , Black Hair"
501273,"\/Brendon_Clark_(Earth-616)","","","Male Characters","Living Characters",1,"Apr-86","Marvel"," , Black Hair"
337894,"\/Broccoli_Men_(Earth-616)","","Bad Characters","","Living Characters",1,"Mar-06","Marvel Comics"," , "
255250,"\/wiki\/Sarah_Primm_(New_Earth)","Public Identity","Good Characters","Female Characters","Deceased Characters",9,"1995, May","dc comics","Black Eyes , Grey Hair"
511218,"\/Wanda_Maximoff_(Clone)_(Earth-616)","Secret Identity","Bad Characters","Female Characters","Deceased Characters",3,"Jan-12","marvelcomics","Blue Eyes , Auburn Hair"
514009,"\/St._George_(Triumph_Division%27s_second_incarnation)_(Earth-616)","Secret Identity","Good Characters","Male Characters","Living Characters",NA,"Oct-08","marvel"," , "
177263,"\/wiki\/Kiriazis_(New_Earth)","Public Identity","Bad Characters","Female Characters","Living Characters",7,"2008, February","dc comics","Blue Eyes , "
110536,"\/wiki\/Kevin_Kelly_(New_Earth)","Public Identity","Bad Characters","Male Characters","Deceased Characters",1,"1997, January","DC Comics"," , Brown Hair"
37795,"\/Trevor_Cole_(Earth-616)","","Bad Characters","Male Characters","Deceased Characters",6,"Feb-93","Marvel Comics"," , "
625959,"\/Alhambra_(Akbitana)_(Earth-616)","","Bad Characters","Female Characters","Living Characters",1,"Aug-75","marvel"," , Black Hair"
701707,"\/Swami_Riba_(Earth-616)","Secret Identity","Neutral Characters","Male Characters","Living Characters",1,"Nov-85","Marvel Comics"," , Black Hair"
18556,"\/Zedrao_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Living Characters",7,"Apr-82","Marvel","Green Eyes , No Hair"
259938,"\/Thnat_(Earth-616)","","Bad Characters","Male Characters","Living Characters",1,"Sep-96","Marvel"," , "
707801,"\/Jyota_Nital_(Earth-616)","No Dual Identity","Good Characters","Female Characters","Living Characters",7,"Sep-74","MV"," , "
289996,"\/wiki\/Jesse_(New_Earth)","Public Identity","Bad Characters","Male Characters","Living Characters",5,"2008, August","DC","Red Eyes , Black Hair"
183786,"\/wiki\/Queen_of_Spades_III_(New_Earth)","","Bad Characters","Female Characters","Living Characters",3,"2005, October","DC"," , Black Hair"
1572,"\/Uatu_(Earth-616)","Public Identity","Good Characters","Male Characters","Deceased Characters",373,"Apr-63","marvl","Blue Eyes , Bald"
5490,"\/Franz_Gerhardt_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Living Characters",2,"Jun-78","Marvel"," , "
281756,"\/wiki\/Bunny_(The_Elite)","Secret Identity","","Female Characters","Living Characters",4,"2001, March","DC Comics"," , "
337161,"\/Mary_Lynn_Norfolk_(Earth-616)","Public Identity","Good Characters","Female Characters","Living Characters",1,"Nov-87","Marvel"," , Black Hair"
503507,"\/Charlie_Stokes_(Earth-616)","Public Identity","Good Characters","Male Characters","Living Characters",1,"Jul-11","marvl"," , Black Hair"
277696,"\/Zakar_(Earth-616)","Public Identity","Good Characters","Male Characters","Living Characters",7,"Nov-09","Marvel"," , Black Hair"
716331,"\/Heshin_(Earth-616)","No Dual Identity","Bad Characters","Male Characters","Living Characters",3,"Feb-76","MV"," , "
291155,"\/wiki\/Catwalk_(New_Earth)","Secret Identity","","Female Characters","Living Characters",6,"1996, September","dc comics"," , Brown Hair"
7575,"\/Larry_Ekler_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Living Characters",11,"Mar-82","marvel","Brown Eyes , Strawberry Blond Hair"
72986,"\/Charles_Xavier_(Infinity_War_Doppelganger)_(Earth-616)","","","Male Characters","Living Characters",NA,"Jun-92","marvel"," , "
27302,"\/Julia_Concepcion_(Earth-616)","Secret Identity","","Female Characters","Living Characters",2,"Dec-93","marvelcomics","Brown Eyes , Brown Hair"
16598,"\/Tigon_Liger_(Earth-616)","Secret Identity","Good Characters","Male Characters","Living Characters",34,"Jun-92","Marvel Comics","Blue Eyes , Blond Hair"
332391,"\/wiki\/Blackfang_(New_Earth)","","Bad Characters","Male Characters","Deceased Characters",6,"2009, July","dc comics"," , Brown Hair"
3885,"\/Baba_Yaga_(Earth-616)","Secret Identity","Bad Characters","Female Characters","Living Characters",9,"Nov-85","marvelcomics","Red Eyes , Green Hair"
623881,"\/Victor_(Earth-616)","","Bad Characters","Male Characters","Living Characters",1,"Nov-01","marvel"," , "
298236,"\/Thunderboot_(Earth-616)","","Bad Characters","Male Characters","Living Characters",1,"Apr-67","Marvel Comics"," , "
243293,"\/wiki\/Henry_P._Smithers_(New_Earth)","","","Male Characters","Living Characters",6,"1984, August","DC Comics"," , Black Hair"
65388,"\/wiki\/Ryan_Kendall_(New_Earth)","Secret Identity","Good Characters","Male Characters","Deceased Characters",58,"1992, June","DC comics","Blue Eyes , Black Hair"
489051,"\/Praeter_(Mike)_(Earth-616)","Secret Identity","Good Characters","Male Characters","Living Characters",5,"Jun-11","Marvel Comics"," , No Hair"
639350,"\/Jack_Wayne_(Legion_Personality)_(Earth-616)","No Dual Identity","Bad Characters","Male Characters","Living Characters",7,"May-85","marvelcomics","Brown Eyes , Black Hair"
14850,"\/Integral_Synaptic_Anti-Anionic_Computer_(Earth-616)","Secret Identity","Neutral Characters","Male Characters","Living Characters",32,"Feb-73","Marvel Comics"," , "
90847,"\/wiki\/Genocide_(New_Earth)","Public Identity","Bad Characters","Female Characters","Deceased Characters",9,"2009, January","dc comics"," , Red Hair"
2144,"\/A%27Lars_(Earth-616)","Secret Identity","Good Characters","Male Characters","Living Characters",NA,"Feb-73","Marvel","Blue Eyes , White Hair"
732195,"\/Felinatus_(Earth-616)","Secret Identity","Good Characters","Male Characters","Living Characters",4,"","Marvel Comics","Green Eyes , White Hair"
117848,"\/wiki\/Davroth_Catto_(New_Earth)","Public Identity","Good Characters","Male Characters","Living Characters",38,"1991, August","dc comics"," , Brown Hair"
490293,"\/Somnus_(Earth-616)","Public Identity","","","Living Characters",2,"Apr-07","marvel"," , No Hair"
9811,"\/Jacob_Lashinski_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Living Characters",5,"Jul-98","marvl"," , Black Hair"
275822,"\/wiki\/Cricket_Kelly_(New_Earth)","Public Identity","Good Characters","Female Characters","Living Characters",4,"1994, July","DC Comics","Blue Eyes , Blond Hair"
68553,"\/wiki\/Theresa_Zimmer_(New_Earth)","","Bad Characters","Female Characters","Deceased Characters",12,"1986, December","dc comics","Red Eyes , Black Hair"
40333,"\/wiki\/Karl_Courtney_(New_Earth)","Secret Identity","Bad Characters","Male Characters","Deceased Characters",10,"1976, June","dc comics","Blue Eyes , "
386291,"\/Orville_Nugent_(Earth-616)","","","Male Characters","Deceased Characters",4,"Jul-93","Marvel","Brown Eyes , Brown Hair"
